date,exdate,cp_flag,symbol,ticker,optionid,strike,best_bid,best_offer,mid_price,impl_volatility,delta,gamma,vega,theta,volume,open_interest,dte,dte_distance_30,delta_distance_50,roll_id,is_new_roll
2025-07-16,2025-08-15,P,VIXY 250815P46000,VIXY,170101166,46.0,3.3,6.0,4.65,0.777106,-0.50164,0.039794,5.104862,-24.18697,0,110,30,0,0.0016399999999999748,11,False
2025-07-17,2025-08-15,C,VIXY 250815C45000,VIXY,170101140,45.0,2.95,3.3,3.125,0.65615,0.51916,0.048142,4.99861,-20.75439,17,118,29,1,0.019159999999999955,11,False
2025-07-17,2025-08-15,P,VIXY 250815P45000,VIXY,170101165,45.0,3.1,3.5,3.3,0.622751,-0.481704,0.050887,5.001245,-19.24819,3,16,29,1,0.01829599999999998,11,False
2025-07-18,2025-08-15,C,VIXY 250815C45000,VIXY,170101140,45.0,2.15,2.85,2.5,0.595816,0.48492,0.054939,4.853753,-19.70848,21,135,28,2,0.015079999999999982,11,False
2025-07-18,2025-08-15,P,VIXY 250815P45000,VIXY,170101165,45.0,2.7,3.7,3.2,0.555739,-0.523617,0.059444,4.842415,-16.53564,25,18,28,2,0.023617,11,False
2025-07-21,2025-08-15,C,VIXY 250815C44000,VIXY,170101139,44.0,2.65,2.85,2.75,0.636166,0.515011,0.054679,4.546162,-20.93286,70,176,25,5,0.015010999999999997,11,False
2025-07-21,2025-08-15,P,VIXY 250815P44000,VIXY,170101164,44.0,2.65,3.5,3.075,0.639968,-0.482059,0.054324,4.545981,-21.16879,10,33,25,5,0.017940999999999985,11,False
2025-08-15,2025-09-19,C,VIXY 250919C39000,VIXY,166849367,39.0,2.9,3.0,2.95,0.709685,0.503489,0.047794,4.690588,-18.11765,15,76,35,5,0.0034889999999999644,12,True
2025-08-15,2025-09-19,P,VIXY 250919P39000,VIXY,166849388,39.0,2.9,4.0,3.45,0.631304,-0.509298,0.054282,4.683987,-14.51645,7,114,35,5,0.009298000000000028,12,True
2025-08-18,2025-09-19,C,VIXY 250919C38000,VIXY,166849366,38.0,2.7,3.0,2.85,0.731507,0.503595,0.04954,4.376776,-18.67609,60,301,32,2,0.003595000000000015,12,False
2025-08-18,2025-09-19,P,VIXY 250919P38000,VIXY,166849387,38.0,3.1,3.9,3.5,0.697776,-0.500385,0.052251,4.376086,-16.79814,21,262,32,2,0.0003849999999999687,12,False
2025-08-19,2025-09-19,C,VIXY 250919C39000,VIXY,166849367,39.0,2.8,3.1,2.95,0.7825,0.493443,0.046082,4.388106,-20.29007,4,84,31,1,0.0065569999999999795,12,False
2025-08-19,2025-09-19,P,VIXY 250919P39000,VIXY,166849388,39.0,3.7,4.4,4.050000000000001,0.779651,-0.504843,0.046391,4.388394,-19.78436,6,117,31,1,0.004843000000000042,12,False
2025-08-20,2025-09-19,C,VIXY 250919C39000,VIXY,166849367,39.0,2.65,2.9,2.775,0.772179,0.484403,0.047838,4.295695,-20.7705,89,86,30,0,0.015597000000000028,12,False
2025-08-20,2025-09-19,P,VIXY 250919P39000,VIXY,166849388,39.0,3.9,4.2,4.05,0.772871,-0.516828,0.048121,4.29239,-19.36158,13,121,30,0,0.016827999999999954,12,False
2025-08-21,2025-09-19,C,VIXY 250919C39000,VIXY,166849367,39.0,2.7,2.85,2.7750000000000004,0.730311,0.499932,0.050614,4.282389,-19.70169,137,114,29,1,6.80000000000125e-05,12,False
2025-08-21,2025-09-19,P,VIXY 250919P39000,VIXY,166849388,39.0,3.5,3.7,3.6,0.738283,-0.496926,0.050173,4.282629,-19.61717,1,128,29,1,0.003074000000000021,12,False
2025-08-22,2025-09-19,C,VIXY 250919C36000,VIXY,166849364,36.0,2.1,2.25,2.175,0.656971,0.483069,0.062142,3.870636,-16.30753,69,182,28,2,0.016930999999999974,12,False
2025-08-22,2025-09-19,P,VIXY 250919P36000,VIXY,166849385,36.0,2.95,3.2,3.075,0.673487,-0.511206,0.060504,3.870676,-17.05608,43,149,28,2,0.01120600000000005,12,False
2025-08-25,2025-09-19,C,VIXY 250919C36000,VIXY,166849364,36.0,2.0,2.15,2.075,0.668759,0.47968,0.064645,3.655005,-17.92286,27,232,25,5,0.020320000000000005,12,False
2025-08-25,2025-09-19,P,VIXY 250919P36000,VIXY,166849385,36.0,2.85,2.95,2.9000000000000004,0.663444,-0.519359,0.065334,3.654968,-17.41364,0,150,25,5,0.019359000000000015,12,False
